// M Akmarullah
// Mau Edit Ya ?
15 15 15	150 150 150   255 255 255	7 22 43	20 36 66   239 244 239	5 0 0	1 1 1    255 20 5	800 -40.00 1.00 0 0 0	20 20 30	30 30 45 90 	127 0 0 0	127 122 132 130	0 0 0 0.2
16 16 16	150 150 150 	255 255 255	 20 36 66	40 56 86	239 244 239	5 0 0	1 1 1    255 20 5	800 -40.00 1.00 0 0 0	30 30 20	30 30 45 90	127 0 0 0	127 122 132 130	0 0 0 0.2
18 18 18    150 150 150 	255 255 255	155 184 214	155 184 214	239 244 239     254 128 1	2 1 1    255 20 5	800 -25.00 0.80 0 0 0	163 134 124	214 185 180 90	127 0 0 0	100 229 201 169	0 0 0 0.2
20 20 20	150 150 150	255 255 255	155 184 214   155 184 214   239 244 239	254 128 1	2 1 1    255 20 5	800 -20.00 0.50 0 0 0	225 225 225	180 185 214 90	127 0 0 0   127 122 111 100	0 0 0 0.2
35 35 35	150 150 150 	255 255 255	112 138 144    155 184 214	239 244 239    254 128 1	1 1 1    255 20 5	800 -10.00 0.00    0 0 0	255 255 255	180 185 214 90	127 0 0 0	127 122 111 100	0 0 0 0.2
20 20 20	150 150 150  	255 255 255	155 184 214   195 175 156	239 244 239	254 128 1	2 1 1    255 20 5	800 -20.00 0.80 0 0 0	234 119 73	180 185 214 90	127 0 0 0 	127 122 111 100	0 0 0 0.2
17 17 17	150 150 150 	255 255 255	249 147 84	249 188 114	239 244 239     254 128 1	1 1 1    255 20 5	800 -25.00 1.00   0 0 0	234 119 73	214 185 180 90	127 0 0 0	100 249 188 114	0 0 0 0.2
15 15 15	150 150 150 	255 255 255	91 91 91	39 39 39	239 244 239	254 128 1	1 1 1    255 20 5	800 -40.00 1.00 0 0 0	39 39 39	30 30 40 90	127 0 0 0	127 122 132 130	0 0 0 0.2
15 15 15	150 150 150   255 255 255	7 22 43	20 36 66   239 244 239	5 0 0	1 1 1    255 20 5	800 -40.00 1.00 0 0 0	20 20 30	30 30 45 90 	127 0 0 0	127 122 132 130	255 255 255 0.2
16 16 16	150 150 150 	255 255 255	 20 36 66	40 56 86	239 244 239	5 0 0	1 1 1    255 20 5	800 -40.00 1.00 0 0 0	30 30 20	30 30 45 90	127 0 0 0	127 122 132 130	255 255 255 0.2
18 18 18    150 150 150 	255 255 255	155 184 214	155 184 214	239 244 239     254 128 1	2 1 1    255 20 5	800 -25.00 0.80 0 0 0	163 134 124	214 185 180 90	127 0 0 0	100 229 201 169	255 255 255 0.2
20 20 20	150 150 150	255 255 255	155 184 214   155 184 214   239 244 239	254 128 1	2 1 1    255 20 5	800 -20.00 0.50 0 0 0	225 225 225	180 185 214 90	127 0 0 0   127 122 111 100	255 255 255 0.2
35 35 35	150 150 150 	255 255 255	112 138 144    155 184 214	239 244 239    254 128 1	1 1 1    255 20 5	800 -10.00 0.00    0 0 0	255 255 255	180 185 214 90	127 0 0 0	127 122 111 100	255 255 255 0.2
20 20 20	150 150 150  	255 255 255	155 184 214   195 175 156	239 244 239	254 128 1	2 1 1    255 20 5	800 -20.00 0.80 0 0 0	234 119 73	180 185 214 90	127 0 0 0 	127 122 111 100	255 255 255 0.2
17 17 17	150 150 150 	255 255 255	249 147 84	249 188 114	239 244 239     254 128 1	1 1 1    255 20 5	800 -25.00 1.00   0 0 0	234 119 73	214 185 180 90	127 0 0 0	100 249 188 114	255 255 255 0.2
15 15 15	150 150 150 	255 255 255	91 91 91	39 39 39	239 244 239	254 128 1	1 1 1    255 20 5	800 -40.00 1.00 0 0 0	39 39 39	30 30 40 90	127 0 0 0	127 122 132 130	255 255 255 0.2
15 15 15	150 150 150   255 255 255	7 22 43	20 36 66   239 244 239	5 0 0	1 1 1    255 20 5	800 -40.00 1.00 0 0 0	20 20 30	30 30 45 90 	127 0 0 0	127 122 132 130	0 0 0 0.2
16 16 16	150 150 150 	255 255 255	 20 36 66	40 56 86	239 244 239	5 0 0	1 1 1    255 20 5	800 -40.00 1.00 0 0 0	30 30 20	30 30 45 90	127 0 0 0	127 122 132 130	0 0 0 0.2
18 18 18    150 150 150 	255 255 255	155 184 214	155 184 214	239 244 239     254 128 1	2 1 1    255 20 5	800 -25.00 0.80 0 0 0	163 134 124	214 185 180 90	127 0 0 0	100 229 201 169	0 0 0 0.2
20 20 20	150 150 150	255 255 255	155 184 214   155 184 214   239 244 239	254 128 1	2 1 1    255 20 5	800 -20.00 0.50 0 0 0	225 225 225	180 185 214 90	127 0 0 0   127 122 111 100	0 0 0 0.2
35 35 35	150 150 150 	255 255 255	112 138 144    155 184 214	239 244 239    254 128 1	1 1 1    255 20 5	800 -10.00 0.00    0 0 0	255 255 255	180 185 214 90	127 0 0 0	127 122 111 100	0 0 0 0.2
20 20 20	150 150 150  	255 255 255	155 184 214   195 175 156	239 244 239	254 128 1	2 1 1    255 20 5	800 -20.00 0.80 0 0 0	234 119 73	180 185 214 90	127 0 0 0 	127 122 111 100	0 0 0 0.2
17 17 17	150 150 150 	255 255 255	249 147 84	249 188 114	239 244 239     254 128 1	1 1 1    255 20 5	800 -25.00 1.00   0 0 0	234 119 73	214 185 180 90	127 0 0 0	100 249 188 114	0 0 0 0.2
15 15 15	150 150 150 	255 255 255	91 91 91	39 39 39	239 244 239	254 128 1	1 1 1    255 20 5	800 -40.00 1.00 0 0 0	39 39 39	30 30 40 90	127 0 0 0	127 122 132 130	0 0 0 0.2
15 15 15	150 150 150   255 255 255	7 22 43	20 36 66   239 244 239	5 0 0	1 1 1    255 20 5	800 -40.00 1.00 0 0 0	20 20 30	30 30 45 90 	127 0 0 0	127 122 132 130	255 255 255 0.2
16 16 16	150 150 150 	255 255 255	 20 36 66	40 56 86	239 244 239	5 0 0	1 1 1    255 20 5	800 -40.00 1.00 0 0 0	30 30 20	30 30 45 90	127 0 0 0	127 122 132 130	255 255 255 0.2
18 18 18    150 150 150 	255 255 255	155 184 214	155 184 214	239 244 239     254 128 1	2 1 1    255 20 5	800 -25.00 0.80 0 0 0	163 134 124	214 185 180 90	127 0 0 0	100 229 201 169	255 255 255 0.2
20 20 20	150 150 150	255 255 255	155 184 214   155 184 214   239 244 239	254 128 1	2 1 1    255 20 5	800 -20.00 0.50 0 0 0	225 225 225	180 185 214 90	127 0 0 0   127 122 111 100	255 255 255 0.2
35 35 35	150 150 150 	255 255 255	112 138 144    155 184 214	239 244 239    254 128 1	1 1 1    255 20 5	800 -10.00 0.00    0 0 0	255 255 255	180 185 214 90	127 0 0 0	127 122 111 100	255 255 255 0.2
20 20 20	150 150 150  	255 255 255	155 184 214   195 175 156	239 244 239	254 128 1	2 1 1    255 20 5	800 -20.00 0.80 0 0 0	234 119 73	180 185 214 90	127 0 0 0 	127 122 111 100	255 255 255 0.2
17 17 17	150 150 150 	255 255 255	249 147 84	249 188 114	239 244 239     254 128 1	1 1 1    255 20 5	800 -25.00 1.00   0 0 0	234 119 73	214 185 180 90	127 0 0 0	100 249 188 114	255 255 255 0.2
15 15 15	150 150 150 	255 255 255	91 91 91	39 39 39	239 244 239	254 128 1	1 1 1    255 20 5	800 -40.00 1.00 0 0 0	39 39 39	30 30 40 90	127 0 0 0	127 122 132 130	255 255 255 0.2
8 8 8	200 200 200   255 255 255	20 20 20	20 20 20   239 244 239	5 0 0	1 1 1    255 20 5	800 -40.00 1.00 0 0 0	20 20 30	30 30 30 240 	127 0 0 0	127 122 132 130	255 150 50 0.2
10 10 10	200 200 200 	255 255 255	 30 30 30	30 30 30	239 244 239	5 0 0	1 1 1    255 20 5	800 -40.00 1.00 0 0 0	30 30 20	30 30 30 240	127 0 0 0	127 122 132 130	0 0 0 0.0
15 15 15    200 200 200 	255 255 255	80 80 80	80 80 80	239 244 239     254 128 1	2 1 1    255 20 5	800 -25.00 0.80 0 0 0	163 134 124	35 40 80 240	127 0 0 0	100 229 201 169	0 0 0 0.0
20 20 20	200 200 200	255 255 255	150 150 150   150 150 150   239 244 239	254 128 1	2 1 1    255 20 5	800 -20.00 0.50 0 0 0	225 225 225	150 150 100 240	127 0 0 0   127 100 100 100	0 0 0 0.0
25 25 25	200 200 200 	255 255 255	170 170 170    170 170 170	239 244 239    254 128 1	1 1 1    255 20 5	800 -10.00 0.00    0 0 0	255 255 255	100 100 150 240	127 0 0 0	127 100 100 100	0 0 0 0.0
20 20 20	200 200 200  	255 255 255	120 120 120   120 120 120	239 244 239	254 128 1	2 1 1    255 20 5	800 -20.00 0.80 0 0 0	234 119 73	130 120 70 240	127 0 0 0 	127 100 100 100	0 0 0 0.0
15 15 15	200 200 200 	255 255 255	70 70 70	70 70 70	239 244 239     254 128 1	1 1 1    255 20 5	800 -25.00 1.00   0 0 0	234 119 73	249 188 40 240	127 0 0 0	100 249 188 114	0 0 0 0.0
10 10 10	200 200 200 	255 255 255	40 40 40	40 40 40	239 244 239	254 128 1	1 1 1    255 20 5	800 -40.00 1.00 0 0 0	39 39 39	30 30 40 240	127 0 0 0	127 122 132 130	0 0 0 0.0
15 15 15	150 150 150   255 255 255	7 22 43	20 36 66   239 244 239	5 0 0	1 1 1    255 20 5	800 -40.00 1.00 0 0 0	20 20 30	30 30 45 90 	127 0 0 0	127 122 132 130	255 255 255 0.2
16 16 16	150 150 150 	255 255 255	 20 36 66	40 56 86	239 244 239	5 0 0	1 1 1    255 20 5	800 -40.00 1.00 0 0 0	30 30 20	30 30 45 90	127 0 0 0	127 122 132 130	255 255 255 0.2
18 18 18    150 150 150 	255 255 255	155 184 214	155 184 214	239 244 239     254 128 1	2 1 1    255 20 5	800 -25.00 0.80 0 0 0	163 134 124	214 185 180 90	127 0 0 0	100 229 201 169	255 255 255 0.2
20 20 20	150 150 150	255 255 255	155 184 214   155 184 214   239 244 239	254 128 1	2 1 1    255 20 5	800 -20.00 0.50 0 0 0	225 225 225	180 185 214 90	127 0 0 0   127 122 111 100	255 255 255 0.2
35 35 35	150 150 150 	255 255 255	112 138 144    155 184 214	239 244 239    254 128 1	1 1 1    255 20 5	800 -10.00 0.00    0 0 0	255 255 255	180 185 214 90	127 0 0 0	127 122 111 100	255 255 255 0.2
20 20 20	150 150 150  	255 255 255	155 184 214   195 175 156	239 244 239	254 128 1	2 1 1    255 20 5	800 -20.00 0.80 0 0 0	234 119 73	180 185 214 90	127 0 0 0 	127 122 111 100	255 255 255 0.2
17 17 17	150 150 150 	255 255 255	249 147 84	249 188 114	239 244 239     254 128 1	1 1 1    255 20 5	800 -25.00 1.00   0 0 0	234 119 73	214 185 180 90	127 0 0 0	100 249 188 114	255 255 255 0.2
15 15 15	150 150 150 	255 255 255	91 91 91	39 39 39	239 244 239	254 128 1	1 1 1    255 20 5	800 -40.00 1.00 0 0 0	39 39 39	30 30 40 90	127 0 0 0	127 122 132 130	255 255 255 0.2
15 15 15	150 150 150   255 255 255	7 22 43	20 36 66   239 244 239	5 0 0	1 1 1    255 20 5	800 -40.00 1.00 0 0 0	20 20 30	30 30 45 90 	127 0 0 0	127 122 132 130	0 0 0 0.2
16 16 16	150 150 150 	255 255 255	 20 36 66	40 56 86	239 244 239	5 0 0	1 1 1    255 20 5	800 -40.00 1.00 0 0 0	30 30 20	30 30 45 90	127 0 0 0	127 122 132 130	0 0 0 0.2
18 18 18    150 150 150 	255 255 255	155 184 214	155 184 214	239 244 239     254 128 1	2 1 1    255 20 5	800 -25.00 0.80 0 0 0	163 134 124	214 185 180 90	127 0 0 0	100 229 201 169	0 0 0 0.2
20 20 20	150 150 150	255 255 255	155 184 214   155 184 214   239 244 239	254 128 1	2 1 1    255 20 5	800 -20.00 0.50 0 0 0	225 225 225	180 185 214 90	127 0 0 0   127 122 111 100	0 0 0 0.2
35 35 35	150 150 150 	255 255 255	112 138 144    155 184 214	239 244 239    254 128 1	1 1 1    255 20 5	800 -10.00 0.00    0 0 0	255 255 255	180 185 214 90	127 0 0 0	127 122 111 100	0 0 0 0.2
20 20 20	150 150 150  	255 255 255	155 184 214   195 175 156	239 244 239	254 128 1	2 1 1    255 20 5	800 -20.00 0.80 0 0 0	234 119 73	180 185 214 90	127 0 0 0 	127 122 111 100	0 0 0 0.2
17 17 17	150 150 150 	255 255 255	249 147 84	249 188 114	239 244 239     254 128 1	1 1 1    255 20 5	800 -25.00 1.00   0 0 0	234 119 73	214 185 180 90	127 0 0 0	100 249 188 114	0 0 0 0.2
15 15 15	150 150 150 	255 255 255	91 91 91	39 39 39	239 244 239	254 128 1	1 1 1    255 20 5	800 -40.00 1.00 0 0 0	39 39 39	30 30 40 90	127 0 0 0	127 122 132 130	0 0 0 0.2
8 8 8	200 200 200   255 255 255	20 20 20	20 20 20   239 244 239	5 0 0	1 1 1    255 20 5	800 -40.00 1.00 0 0 0	20 20 30	30 30 30 240 	127 0 0 0	127 122 132 130	255 150 50 0.2
10 10 10	200 200 200 	255 255 255	 30 30 30	30 30 30	239 244 239	5 0 0	1 1 1    255 20 5	800 -40.00 1.00 0 0 0	30 30 20	30 30 30 240	127 0 0 0	127 122 132 130	0 0 0 0.0
15 15 15    200 200 200 	255 255 255	80 80 80	80 80 80	239 244 239     254 128 1	2 1 1    255 20 5	800 -25.00 0.80 0 0 0	163 134 124	35 40 80 240	127 0 0 0	100 229 201 169	0 0 0 0.0
20 20 20	200 200 200	255 255 255	150 150 150   150 150 150   239 244 239	254 128 1	2 1 1    255 20 5	800 -20.00 0.50 0 0 0	225 225 225	150 150 100 240	127 0 0 0   127 100 100 100	0 0 0 0.0
25 25 25	200 200 200 	255 255 255	170 170 170    170 170 170	239 244 239    254 128 1	1 1 1    255 20 5	800 -10.00 0.00    0 0 0	255 255 255	100 100 150 240	127 0 0 0	127 100 100 100	0 0 0 0.0
20 20 20	200 200 200  	255 255 255	120 120 120   120 120 120	239 244 239	254 128 1	2 1 1    255 20 5	800 -20.00 0.80 0 0 0	234 119 73	130 120 70 240	127 0 0 0 	127 100 100 100	0 0 0 0.0
15 15 15	200 200 200 	255 255 255	70 70 70	70 70 70	239 244 239     254 128 1	1 1 1    255 20 5	800 -25.00 1.00   0 0 0	234 119 73	249 188 40 240	127 0 0 0	100 249 188 114	0 0 0 0.0
10 10 10	200 200 200 	255 255 255	40 40 40	40 40 40	239 244 239	254 128 1	1 1 1    255 20 5	800 -40.00 1.00 0 0 0	39 39 39	30 30 40 240	127 0 0 0	127 122 132 130	0 0 0 0.0
8 8 8	200 200 200   255 255 255	20 20 20	20 20 20   239 244 239	5 0 0	1 1 1    255 20 5	800 -40.00 1.00 0 0 0	20 20 30	30 30 30 240 	127 0 0 0	127 122 132 130	255 150 50 0.2
10 10 10	200 200 200 	255 255 255	 30 30 30	30 30 30	239 244 239	5 0 0	1 1 1    255 20 5	800 -40.00 1.00 0 0 0	30 30 20	30 30 30 240	127 0 0 0	127 122 132 130	0 0 0 0.0
15 15 15    200 200 200 	255 255 255	50 50 50	50 50 50	239 244 239     254 128 1	2 1 1    255 20 5	800 -25.00 0.80 0 0 0	163 134 124	35 40 80 240	127 0 0 0	100 229 201 169	0 0 0 0.0
20 20 20	200 200 200	255 255 255	80 80 80   80 80 80   239 244 239	254 128 1	2 1 1    255 20 5	800 -20.00 0.50 0 0 0	225 225 225	150 150 100 240	127 0 0 0   127 100 100 100	0 0 0 0.0
25 25 25	200 200 200 	255 255 255	100 100 100    100 100 100	239 244 239    254 128 1	1 1 1    255 20 5	800 -10.00 0.00    0 0 0	255 255 255	100 100 150 240	127 0 0 0	127 100 100 100	0 0 0 0.0
20 20 20	200 200 200  	255 255 255	70 70 70   70 70 70	239 244 239	254 128 1	2 1 1    255 20 5	800 -20.00 0.80 0 0 0	234 119 73	130 120 70 240	127 0 0 0 	127 100 100 100	0 0 0 0.0
15 15 15	200 200 200 	255 255 255	50 50 50	50 50 50	239 244 239     254 128 1	1 1 1    255 20 5	800 -25.00 1.00   0 0 0	234 119 73	249 188 40 240	127 0 0 0	100 249 188 114	0 0 0 0.0
10 10 10	200 200 200 	255 255 255	40 40 40	40 40 40	239 244 239	254 128 1	1 1 1    255 20 5	800 -40.00 1.00 0 0 0	39 39 39	30 30 40 240	127 0 0 0	127 122 132 130	0 0 0 0.0
8 8 8	200 200 200   255 255 255	20 20 20	20 20 20   239 244 239	5 0 0	1 1 1    100 20 5	350.0 -350.0 1.00 0 0 0	20 20 30	30 30 30 240 	127 0 0 0	127 122 132 130	0 0 0 0.2
10 10 10	200 200 200 	255 255 255	 30 30 30	30 30 30	239 244 239	5 0 0	1 1 1    100 20 5	350.0 -350.0 1.00 0 0 0	30 30 20	30 30 30 240	127 0 0 0	127 122 132 130	0 0 0 0.2
15 15 15    200 200 200 	255 255 255	80 80 80	80 80 80	239 244 239     254 128 1	2 1 1    100 20 5	350.0 -350.0 0.80 0 0 0	163 134 124	35 40 80 240	127 0 0 0	100 229 201 169	0 0 0 0.2
20 20 20	200 200 200	255 255 255	150 150 150   150 150 150   239 244 239	254 128 1	2 1 1    100 20 5	350.0 -350.0 0.50 0 0 0	225 225 225	150 150 100 240	127 0 0 0   127 100 100 100	0 0 0 0.2
25 25 25	200 200 200 	255 255 255	170 170 170    170 170 170	239 244 239    254 128 1	1 1 1    100 20 5	350.0 -350.0 0.00    0 0 0	255 255 255	100 100 150 240	127 0 0 0	127 100 100 100	0 0 0 0.2
20 20 20	200 200 200  	255 255 255	120 120 120   120 120 120	239 244 239	254 128 1	2 1 1    100 20 5	350.0 -350.0 0.80 0 0 0	234 119 73	130 120 70 240	127 0 0 0 	127 100 100 100	0 0 0 0.2
15 15 15	200 200 200 	255 255 255	70 70 70	70 70 70	239 244 239     254 128 1	1 1 1    100 20 5	350.0 -350.0 1.00   0 0 0	234 119 73	249 188 40 240	127 0 0 0	100 249 188 114	0 0 0 0.2
10 10 10	200 200 200 	255 255 255	40 40 40	40 40 40	239 244 239	254 128 1	1 1 1    100 20 5	350.0 -350.0 1.00 0 0 0	39 39 39	30 30 40 240	127 0 0 0	127 122 132 130	0 0 0 0.2
15 15 15	150 150 150   255 255 255	7 22 43	20 36 66   239 244 239	5 0 0	1 1 1    100 20 5	800 -40.00 1.00 0 0 0	20 20 30	30 30 45 90 	127 0 0 0	127 122 132 130	255 255 255 0.2
16 16 16	150 150 150 	255 255 255	 20 36 66	40 56 86	239 244 239	5 0 0	1 1 1    255 20 5	800 -40.00 1.00 0 0 0	30 30 20	30 30 45 90	127 0 0 0	127 122 132 130	255 255 255 0.2
18 18 18    150 150 150 	255 255 255	155 184 214	155 184 214	239 244 239     254 128 1	2 1 1    255 20 5	800 -25.00 0.80 0 0 0	163 134 124	214 185 180 90	127 0 0 0	100 229 201 169	255 255 255 0.2
